name,city,state,country,lat,lon,type,times_played,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29
Atlantic Connection,"Oak Bluffs, Martha's Vineyard",MA,USA,41.4564364,-70.5580133,theatre,1,8/13/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dionysus Club, The 'Sco, Oberlin College",Oberlin,OH,USA,41.2939386,-82.2173786,city,2,4/26/90,4/18/91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Zoo Amphitheatre,Oklahoma City,OK,USA,35.4707419,-97.5198806,city,1,8/29/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ballpark,Old Orchard Beach,ME,USA,43.5165719,-70.391205,pitch,1,7/3/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny Post,Old Town,ME,USA,44.9342349,-68.6453092,city,1,1/25/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Shore Surf Club,Olympia,WA,USA,47.0414804,-122.891333,city,1,10/13/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Auditorium,Omaha,NE,USA,41.261291,-95.939915,city,1,12/10/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphitheater at the Wharf,Orange Beach,AL,USA,30.2906225,-87.6437788,city,1,8/1/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Edge Concert Field,Orlando,FL,USA,28.54781941,-81.4127948,bus_station,1,10/22/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Edge Night Club,Orlando,FL,USA,28.54781941,-81.4127948,bus_station,2,4/30/94,2/23/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Central Florida Arena,Orlando,FL,USA,28.54781941,-81.4127948,bus_station,1,11/14/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lengyel Gym, University of Maine",Orono,ME,USA,44.8831249,-68.671977,administrative,1,11/15/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Oronoka Restaurant and Hotel,Orono,ME,USA,44.8831249,-68.671977,administrative,2,1/25/90,1/21/89,,,,,,,11/10/02,,,,,,,,,,,,,,,,,,,,
Congress Center,Ottawa,Ontario,Canada,45.4210328,-75.6900219,city,1,7/5/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Barn,Outer Burlington,VT,USA,44.5376845,-72.8383679,guess,1,6/24/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gin,Oxford,MS,USA,34.3705822,-89.5236265,school,1,3/7/91,,,,,,,,2/2/90,2/1/90,,,,,,,,,,,,,,,,,,,
University of Mississippi,Oxford,MS,USA,34.366773,-89.5353599,school,1,10/13/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilbur Field, Stanford University",Palo Alto,CA,USA,37.442156,-122.1634472,city,1,4/18/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bataclan,Paris,0,France,48.8630516,2.3705475,theatre,1,2/18/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elysee Montmartre,Paris,0,France,48.8831627,2.343407905,theatre,1,6/30/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Zenith,Paris,0,France,48.89422205,2.393234513,arts_centre,1,7/10/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Mountain Amphitheatre,Park City,UT,USA,40.6460635,-111.4979741,city,1,8/2/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowhead Ranch,Parksville,NY,USA,41.8554576,-74.7595057,hamlet,2,7/21/91,7/20/91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Birch Concert Pavilion,Patterson,NY,USA,41.513726,-73.6062323,town,2,7/13/94,7/26/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mountain Amphitheatre,Pelham,AL,USA,33.331459,-86.784598,residential,3,8/2/14,8/24/12,9/28/99,10/15/94,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut Cabaret,Philadelphia,PA,USA,39.952335,-75.163789,city,1,3/21/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Center,Philadelphia,PA,USA,39.952335,-75.163789,city,1,12/28/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoreStates Center,Philadelphia,PA,USA,39.952335,-75.163789,city,2,5/18/97,12/1/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic Studios,Philadelphia,PA,USA,39.952335,-75.163789,city,2,5/15/00,5/15/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mann Center for the Performing Arts,Philadelphia,PA,USA,39.983396,-75.223053,city,5,7/9/14,7/8/14,8/2/01,6/25/95,6/24/95,7/1/94,7/16/93,,,,,,,,,,,,,,,,,,,,,,
Wachovia Center,Philadelphia,PA,USA,39.901112,-75.172175,city,2,11/25/09,11/24/09,12/15/03,,,,,,,,,,,,,,,,,,,,,,,,,,
Wachovia Spectrum,Philadelphia,PA,USA,39.901112,-75.172175,city,1,11/29/03,2/25/03,12/11/99,12/10/99,12/3/97,12/2/97,12/29/96,12/28/96,12/15/95,,,,,,,,,,,,,,,,,,,,
America West Arena,Phoenix,AZ,USA,33.4483772,-112.0740374,city,1,12/2/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrity Theatre,Phoenix,AZ,USA,33.4483772,-112.0740374,city,1,3/16/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cricket Pavilion,Phoenix,AZ,USA,33.4483772,-112.0740374,city,2,7/7/03,10/22/01,10/1/00,7/21/98,7/29/97,,,,,,,,,,,,,,,,,,,,,,,,
Piazza del Duomo,Pistoia,0,Italy,43.9335726,10.91744041,pedestrian,1,7/6/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. J. Palumbo Center,Pittsburgh,PA,USA,40.43720119,-79.98780002,sports_centre,1,10/9/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Arena,Pittsburgh,PA,USA,40.4417544,-79.9900267,stadium,2,10/18/96,11/24/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC Light Amphitheater,Pittsburgh,PA,USA,40.4416941,-79.9900861,city,1,5/29/04,6/11/02,7/18/93,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropol,Pittsburgh,PA,USA,40.4416941,-79.9900861,city,1,7/23/02,11/30/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goddard College,Plainfield,VT,USA,44.2790472,-72.4383991,school,9,10/31/89,5/14/88,9/19/87,9/4/87,3/6/87,5/17/86,11/23/85,4/21/85,,,,,,,,,,,,,,,,,,,,,
"Haybarn Theater, Goddard College",Plainfield,VT,USA,44.2781151,-72.4264926,village,2,10/12/86,5/16/87,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E. Glenn Giltz Auditorium, SUNY-Pla...",Plattsburgh,NY,USA,44.6928101,-73.4555973,city,1,12/4/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plattsburgh Air Force Base,Plattsburgh,NY,USA,44.679178,-73.44918257,residential,3,8/17/96,8/16/96,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hartman Union Activities Center, Pl...",Plymouth,NH,USA,43.7570166,-71.6881337,administrative,1,4/26/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Plaza Theatre,Pontiac,MI,USA,42.6389216,-83.2910468,city,1,6/23/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Capitol Theatre,Port Chester,NY,USA,41.0017643,-73.6656834,administrative,7,1/24/13,1/23/13,9/7/12,11/28/92,11/27/92,5/14/92,11/30/91,,,,,,,,,,,,,,,,,,,,,,
Arlene Schnitzer Concert Hall,Portland,OR,USA,45.5169658,-122.6812569,theatre,1,8/26/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Auditorium,Portland,OR,USA,45.512483,-122.678439,city,1,5/23/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Civic Center,Portland,ME,USA,43.6554988,-70.2592634,public_building,6,11/29/09,12/8/99,12/7/99,12/11/95,12/30/93,7/9/92,,,,,,,,,,,,,,,,,,,,,,,
Gov. Tom McCall Waterfront Park,Portland,OR,USA,45.5202471,-122.6741949,city,1,4/1/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Coliseum,Portland,OR,USA,45.53214379,-122.669448,stadium,2,11/24/96,10/5/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Expo,Portland,ME,USA,43.6610277,-70.2548596,city,1,10/24/02,2/3/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Meadows,Portland,OR,USA,45.59054135,-122.6763025,stadium,2,9/12/99,7/15/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Performing Arts Center,Portland,ME,USA,43.6556377,-70.2633816,arts_centre,1,9/10/94,5/9/91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseland Theater,Portland,OR,USA,45.5233196,-122.6761325,theatre,4,11/30/05,10/31/02,4/1/93,3/31/93,4/24/92,10/12/91,4/5/91,,,,,,,,,,,,,,,,,,,,,,
Starry Night,Portland,OR,USA,45.5202471,-122.6741949,city,1,4/5/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sullivan Gymnasium, University of S...",Portland,ME,USA,43.6610277,-70.2548596,city,1,11/22/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thunderbird's,Portland,ME,USA,43.6610277,-70.2548596,city,2,10/3/90,5/9/90,,,,,,,,,,,,,,,,,,,,,,,,,,,
nTelos Pavilion,Portsmouth,VA,USA,36.8296402,-76.2984521,stadium,4,7/30/14,7/29/14,6/20/12,6/19/12,6/19/11,6/15/10,6/12/06,,,,,,,,,,,,,,,,,,,,,,
The Music Hall,Portsmouth,NH,USA,43.0756441,-70.7594976,yes,4,11/12/11,12/28/08,3/7/92,3/6/92,12/7/91,2/8/91,,,,,,,,,,,,,,,,,,,,,,,
The Music Hall,Portsmouth,NH,USA,43.0756441,-70.7594976,yes,4,7/24/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheel Arena, Clarkson University",Potsdam,NY,USA,44.6697805,-74.9813084,administrative,1,4/24/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNY Potsdam,Potsdam,NY,USA,44.6697805,-74.9813084,administrative,1,4/21/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-Hudson Civic Center,Poughkeepsie,NY,USA,41.7050018,-73.9294648,public_building,1,2/12/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Chance,Poughkeepsie,NY,USA,41.7065779,-73.9284101,city,5,5/2/91,12/8/90,9/28/90,3/2/90,10/28/89,,,,,,,,,,,,,,,,,,,,,,,,
The Pub House,Poultney,VT,USA,43.5246315,-73.18795258,administrative,1,5/3/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Withey Hall Dining Room, Green Moun...",Poultney,VT,USA,43.5246315,-73.18795258,administrative,1,12/8/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archa Theater,Prague,0,Czech Republic,50.0895078,14.4341757,theatre,1,6/20/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucerna Theatre,Prague,0,Czech Republic,50.084819,14.4177247,city,2,7/6/98,7/5/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prescott College,Prescott,AZ,USA,34.5400242,-112.4685025,city,1,10/24/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alumni Hall, Brown University",Providence,RI,USA,41.8239891,-71.4128343,city,1,2/1/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus Club,Providence,RI,USA,41.8239891,-71.4128343,city,5,3/13/92,11/20/91,5/17/91,12/29/90,11/16/90,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin Donuts Center,Providence,RI,USA,41.82363135,-71.418128,stadium,1,10/22/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence Civic Center,Providence,RI,USA,41.8239891,-71.4128343,city,5,10/22/10,12/13/03,12/13/99,4/5/98,4/4/98,12/12/95,12/29/94,,,,,,,,,,,,,,,,,,,,,,
Providence Performing Arts Center,Providence,RI,USA,41.8239891,-71.4128343,city,1,2/4/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Living Room,Providence,RI,USA,41.8239891,-71.4128343,city,9,9/5/03,4/20/01,11/25/00,9/14/90,5/11/90,2/15/90,9/20/89,,,,,,,,,,,,,,,,,,,,,,
"Colorado State Fair, Pueblo State F...",Pueblo,CO,USA,38.1269401,-104.5533751,administrative,1,8/23/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLTEL Pavilion,Raleigh,NC,USA,35.7804015,-78.6390779,city,1,6/18/11,7/1/10,6/28/06,7/27/03,7/27/01,6/25/00,8/7/98,7/22/97,6/16/95,6/29/94,,,,,,,,,,,,,,,,,,,
ALLTEL Pavilion at Walnut Creek,Raleigh,NC,USA,35.7804015,-78.6390779,city,1,6/25/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynolds Coliseum,Raleigh,NC,USA,35.7835247,-78.66990051,yes,1,12/16/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Brewery,Raleigh,NC,USA,35.90353844,-78.76254594,bar,1,5/24/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Warner Cable Music Pavilion at...,Raleigh,NC,USA,35.7804015,-78.6390779,city,2,7/1/10,6/18/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Santander Arena,Reading,PA,USA,40.3364587,-75.9288612,city,1,10/29/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Greek Theatre,Redlands,CA,USA,34.06093655,-117.1646903,theatre,1,3/19/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Amphitheater,Richmond,VA,USA,37.5385087,-77.43428,city,2,6/30/94,7/27/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earlham College,Richmond,IN,USA,39.8205485,-84.91301785,college,1,11/10/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flood Zone,Richmond,VA,USA,37.5385087,-77.43428,city,2,7/16/92,3/24/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahootz,Richmond,VA,USA,37.5385087,-77.43428,city,1,2/20/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Jade Elephant,Richmond,VA,USA,37.5385087,-77.43428,city,2,10/11/90,2/8/90,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Library,Richmond,VA,USA,37.54765523,-77.45360733,library,1,5/23/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyrskuepladsen,Ringe,Fyn,Denmark,55.8507225,10.5724587,0,1,7/3/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditorium Theatre,Rochester,NY,USA,43.12779325,-77.63148312,theatre,1,2/9/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueCross Arena,Rochester,NY,USA,43.1572851,-77.6152141,city,2,10/22/13,12/20/03,12/5/99,12/11/97,,,,,,,,,,,,,,,,,,,,,,,,,
"Douglass Dining Center, University ...",Rochester,NY,USA,43.1572851,-77.6152141,city,1,4/20/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester War Memorial,Rochester,NY,USA,43.1572851,-77.6152141,city,1,12/11/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Warehouse,Rochester,NY,USA,43.157869,-77.623373,residential,1,9/27/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Brook Music Festival,Rochester Hills,MI,USA,42.6583661,-83.1499322,city,2,8/12/93,7/30/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadio Olimpico,Rome,0,Italy,41.9339331,12.45476982,stadium,1,7/5/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teatro Olimpico,Rome,0,Italy,41.9263804,12.4618579,theatre,1,2/22/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allstate Arena,Rosemont,IL,USA,42.00525479,-87.88776903,stadium,4,12/22/03,2/20/03,9/23/00,9/22/00,10/3/99,10/31/95,,,,,,,,,,,,,,,,,,,,,,,
Rosemont Horizon,Rosemont,IL,USA,41.9941334,-87.8756737,village,1,10/31/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roskilde Festival,Roskilde,0,Denmark,55.6219396,12.0792998,house,2,6/29/97,6/28/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Club Caf_,Rutland,VT,USA,43.6106237,-72.9726065,city,2,4/13/89,5/26/89,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCO Arena,Sacramento,CA,USA,38.6490358,-121.5181188,stadium,1,11/30/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Expo Amphitheater,Sacramento,CA,USA,38.4732259,-121.2980707,county,2,9/27/95,8/30/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crest Theatre,Sacramento,CA,USA,38.4732259,-121.2980707,county,1,3/22/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem Armory,Salem,OR,USA,44.9573402,-123.0103393,theatre,1,5/22/02,10/24/01,12/1/94,,,,,,,,,,,,,,,,,,,,,,,,,,
The Barrel House,Salem,VA,USA,37.293378,-80.054667,town,2,2/26/91,6/6/90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury School,Salisbury,CT,USA,41.78051,-71.395073,residential,1,5/19/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Delta Center,Salt Lake City,UT,USA,40.7682655,-111.9010095,stadium,1,6/8/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triad Amphitheater,Salt Lake City,UT,USA,40.7714142,-111.9025213,city,1,6/9/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montezuma Hall, San Diego State Uni...",San Diego,CA,USA,32.89318052,-117.2271461,postcode,1,5/14/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sports Arena,San Diego,CA,USA,32.89318052,-117.2271461,postcode,1,12/4/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spreckels Theatre,San Diego,CA,USA,32.89318052,-117.2271461,postcode,2,12/8/94,12/7/94,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Summer Pops, Embarcadero Center",San Diego,CA,USA,32.89318052,-117.2271461,postcode,1,9/28/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Graham Civic Auditorium,San Francisco,CA,USA,37.7789601,-122.419199,city,9,8/4/13,8/3/13,8/2/13,8/19/12,8/18/12,8/17/12,5/24/02,10/27/14,10/28/14,10/29/14,,,,,,,,,,,,,,,,,,,
DNA Lounge,San Francisco,CA,USA,37.77108695,-122.4126132,nightclub,1,3/29/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great American Music Hall,San Francisco,CA,USA,37.7848382,-122.418852,theatre,2,10/19/01,10/18/01,10/18/91,10/17/91,,,,,,,,,,,,,,,,,,,,,,,,,
"Polo Fields, Golden Gate Park",San Francisco,CA,USA,37.7789601,-122.419199,city,1,8/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fillmore,San Francisco,CA,USA,37.782429,-122.432382,car_sharing,1,3/18/14,7/10/07,10/6/05,6/5/04,10/5/03,11/17/02,7/12/02,,,,,,,,,,,,,,,,,,,,,,
Warfield Theatre,San Francisco,CA,USA,37.7826718,-122.4103258,theatre,6,4/18/08,4/17/99,4/16/99,4/15/99,5/27/94,5/26/94,5/25/94,3/27/93,,,,,,,,,,,,,,,,,,,,,
Event Center,San Jose,CA,USA,37.33522954,-121.8800267,yes,1,12/3/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Coach House,San Juan Capistrano,CA,USA,33.5016932,-117.6625509,city,1,8/17/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara County Bowl,Santa Barbara,CA,USA,34.3999755,-119.7030225,city,3,8/27/92,10/21/14,10/22/14,,,,,,,,,,,,,,,,,,,,,,,,,,
The Arlington Theatre,Santa Barbara,CA,USA,34.4244417,-119.7068019,theatre,1,5/17/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz Civic Auditorium,Santa Cruz,CA,USA,36.9738863,-122.0291224,theatre,1,3/25/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Catalyst,Santa Cruz,CA,USA,36.9712802,-122.0256616,nightclub,3,10/4/05,4/19/92,10/19/91,3/28/91,,,,,4/27/91,11/24/90,10/6/90,,,,,,,,,,,,,,,,,,
Club West,Santa Fe,NM,USA,35.6869996,-105.9377997,city,1,10/26/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolo Soleri Amphitheatre,Santa Fe,NM,USA,35.6869996,-105.9377997,city,1,5/10/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweeney Center,Santa Fe,NM,USA,35.6869996,-105.9377997,city,1,3/8/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Downs,Santa Fe,NM,USA,35.501619,-105.89119,residential,1,8/25/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Auditorium,Santa Monica,CA,USA,34.0195598,-118.4869739,city,1,11/16/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Burbank Center for the Arts,Santa Rosa,CA,USA,38.4404675,-122.7144314,city,1,3/24/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiko's,Saratoga Springs,NY,USA,43.0831301,-73.7845651,city,1,3/8/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saratoga Performing Arts Center,Saratoga Springs,NY,USA,43.055419,-73.805927,city,14,7/5/14,7/4/14,7/3/14,7/7/13,7/6/13,7/5/13,7/8/12,7/7/12,7/6/12,6/20/10,6/19/10,8/16/09,8/14/07,7/2/06,6/20/04,6/19/04,6/20/03,8/5/01,6/26/95,7/10/94,7/27/92,,,,,,,,
"Skidmore Gymnasium, Skidmore College",Saratoga Springs,NY,USA,43.093345,-73.786304,city,1,10/5/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club Bene,Sayreville,NJ,USA,40.4592726,-74.3609822,administrative,1,10/7/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane Festival,Scheessel,0,Germany,53.1667961,9.4840648,administrative,1,6/21/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Achilles Rink, Union College",Schenectady,NY,USA,42.8095455,-74.021672,county,1,5/17/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backstage,Seattle,WA,USA,47.6038321,-122.3300624,city,1,10/11/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUB Ballroom,Seattle,WA,USA,47.6038321,-122.3300624,city,1,4/5/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Arena,Seattle,WA,USA,47.6038321,-122.3300624,city,2,10/18/14,11/27/96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oz Nightclub,Seattle,WA,USA,47.6038321,-122.3300624,city,1,4/23/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount Theatre,Seattle,WA,USA,47.6132437,-122.331356,theatre,1,11/29/05,5/21/02,10/21/01,10/16/01,8/25/93,,,,,,,,,,,,,,,,,,,,,,,,
Seattle Center Arena,Seattle,WA,USA,47.6038321,-122.3300624,city,2,10/3/95,10/2/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Moore Theatre,Seattle,WA,USA,47.6117307,-122.3414253,theatre,1,4/16/13,10/9/05,7/9/02,5/21/94,,,,,,,,,,,,,,,,,,,,,,,,,
On Air East,Shibuya-ku,Tokyo,Japan,35.6639142,139.6979269,city,1,6/9/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worthy Farm,Somerset,0,England,51.083333,-3,administrative,1,6/27/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny D's,Somerville,MA,USA,42.3971183,-71.1228581,bar,1,4/19/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerville Theatre,Somerville,MA,USA,42.3966304,-71.1228362,theatre,7,9/9/09,4/12/01,2/11/99,11/21/91,7/19/91,5/4/91,5/3/91,11/17/90,9/21/90,9/20/90,,,,,,,,,,,,,,,,,,,
The Ranch,South Burlington,VT,USA,44.4669941,-73.1709604,city,2,8/29/87,5/20/87,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ranch,South Burlington,VT,USA,44.4669941,-73.1709604,city,2,9/2/90,12/6/86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spartanburg Memorial Auditorium,Spartanburg,SC,USA,34.9566624,-81.9359528,theatre,1,10/29/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spokane Arena,Spokane,WA,USA,47.6661879,-117.4227974,stadium,1,8/1/06,11/22/96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spokane Opera House,Spokane,WA,USA,47.6605855,-117.4172413,theatre,1,10/7/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphony Hall,Springfield,MA,USA,42.1009191,-72.5905634,yes,1,12/30/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squam Lake Steak House,Squam Lake,NH,USA,43.74756805,-71.52104235,water,2,6/4/88,6/3/88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreley,St. Goarshausen,Koblenz,Germany,50.142595,7.730429,biergarten,1,6/22/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Theater,St. Louis,MO,USA,38.6272733,-90.1978889,city,2,5/7/99,8/16/93,4/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chaifetz Arena, Saint Louis University",St. Louis,MO,USA,38.6272733,-90.1978889,city,1,8/28/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiel Center,St. Louis,MO,USA,38.6272733,-90.1978889,city,1,11/15/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Nights,St. Louis,MO,USA,38.6272733,-90.1978889,city,2,9/16/05,11/15/02,10/23/02,7/18/02,2/5/00,12/4/92,3/30/92,,,,,,,,,,,,,,,,,,,,,,
The Fox Theatre,St. Louis,MO,USA,38.6391085,-90.23237424,theatre,2,11/13/10,8/29/08,9/1/07,7/16/07,10/24/06,10/23/06,8/10/05,,,,,,,,,,,,,,,,,,,,,,
The Fox Theatre,St. Louis,MO,USA,38.6391085,-90.23237424,theatre,2,6/16/09,8/11/05,11/23/94,,,,,,6/8/04,6/7/04,10/8/03,10/7/03,10/26/02,7/16/02,7/15/02,10/7/01,10/6/01,4/5/92,,,,,,,,,,,
The Fox Theatre,St. Louis,MO,USA,38.6391085,-90.23237424,theatre,2,5/6/05,3/5/01,3/4/01,11/11/95,11/10/95,11/9/95,4/23/94,,,,,,,,,,,,,,,,,,,,,,
Civic Center Arena,St. Paul,MN,USA,44.9504037,-93.1015026,city,1,10/25/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cochran Lounge, Student Union, Maca...",St. Paul,MN,USA,44.9504037,-93.1015026,city,1,10/6/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahaffey Theatre,St. Petersburg,FL,USA,27.7732809,-82.6469934,bus_station,1,10/20/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterloo Village,Stanhope,NJ,USA,40.9028765,-74.7090517,administrative,2,6/23/95,7/25/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryce Jordan Center, Penn State Uni...",State College,PA,USA,40.794026,-77.8606975,administrative,2,10/17/96,12/9/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
